"precinct","votes_2016","clinton","trump","tot_reg","asian","black","caucasian","hispanic","unknown","pct_latino","pct_clinton","pct_trump","wt"
"08031233",1595,1185,264,1961,32,6,1840,81,2,0.041305456,0.74294670846395,0.16551724137931,0.00480609877361618
"08031234",1416,1052,258,1735,35,4,1634,55,7,0.031700288,0.742937853107345,0.182203389830508,0.00426673094886552
"08031235",1274,920,236,1535,19,4,1473,33,6,0.021498371,0.722135007849294,0.185243328100471,0.00383885256275047
"08031236",920,650,170,1172,10,2,1110,49,1,0.041808874,0.706521739130435,0.184782608695652,0.00277216982553409
"08031237",1669,1289,240,2954,84,27,2663,151,29,0.051117129,0.772318753744757,0.143798681845416,0.0050290776508874
"08031238",1512,1088,278,1969,37,12,1841,58,21,0.029456577,0.71957671957672,0.183862433862434,0.00455600084370386
"08031239",1075,723,263,1400,24,11,1302,56,7,0.04,0.672558139534884,0.244651162790698,0.00323922017657516
"08031240",782,530,164,1112,8,23,856,209,16,0.18794964,0.677749360613811,0.209718670076726,0.00235634435170398
"08031241",883,644,165,1124,3,2,1051,66,2,0.058718861,0.729331823329558,0.186862967157418,0.00266068038689848
"08031242",849,572,189,1070,10,4,981,74,1,0.069158879,0.673733804475854,0.222614840989399,0.00255823063247657
"08031243",997,737,172,1290,20,3,1231,32,4,0.024806202,0.739217652958877,0.172517552657974,0.00300418838701901
"08031244",980,679,200,1343,43,11,1221,60,8,0.044676098,0.692857142857143,0.204081632653061,0.00295296350980806
"08031245",1039,695,272,1257,17,9,1197,21,13,0.016706444,0.668912415784408,0.261790182868142,0.00313074396601079
"08031246",1017,683,263,1238,16,4,1184,27,7,0.02180937,0.671583087512291,0.258603736479843,0.00306445294844367
"08031247",666,394,210,858,14,20,766,48,10,0.055944056,0.591591591591592,0.315315315315315,0.00200680989544099
"08031248",874,603,211,1034,12,8,982,28,4,0.027079304,0.689931350114417,0.241418764302059,0.00263356133425739
"08031249",1177,739,367,1324,4,NA,1306,11,3,0.008308157,0.627867459643161,0.311809685641461,0.0035465694398409
"08031250",1096,726,282,1281,10,2,1256,12,1,0.009367681,0.662408759124088,0.257299270072993,0.00330249796607105
"08031401",1025,709,237,1354,9,3,1006,330,6,0.243722304,0.691707317073171,0.231219512195122,0.00308855877301353
"08031402",1305,985,217,1936,38,16,1435,423,24,0.218491736,0.754789272030651,0.166283524904215,0.00393226263295869
"08031403",935,716,153,1288,7,9,732,533,7,0.413819876,0.765775401069519,0.163636363636364,0.00281736824660259
"08031404",1134,875,168,1448,8,1,1229,209,1,0.144337017,0.771604938271605,0.148148148148148,0.0034170006327779
"08031405",1119,878,181,1325,7,4,996,314,4,0.236981132,0.784629133154602,0.161751563896336,0.0033718022117094
"08031406",885,674,142,1128,14,5,660,442,7,0.391843972,0.761581920903955,0.16045197740113,0.00266670684304095
"08031407",1225,930,186,1517,10,2,1255,244,6,0.160843771,0.759183673469388,0.151836734693878,0.00369120438726007
"08031408",1202,909,201,1516,10,3,1237,259,7,0.170844327,0.756239600665557,0.167221297836938,0.00362190014162172
"08031409",1030,835,123,1259,8,1,969,277,4,0.220015886,0.810679611650485,0.119417475728155,0.00310362491336969
"08031410",865,706,97,1096,7,13,780,290,6,0.26459854,0.816184971098266,0.112138728323699,0.0026064422816163
"08031411",887,712,114,1188,9,10,783,377,9,0.317340067,0.802705749718151,0.128523111612176,0.00267273329918342
"08031412",1262,1006,166,1513,14,4,1275,215,5,0.142101785,0.797147385103011,0.131537242472266,0.00380269382589568
"08031413",1270,978,205,1470,15,6,1280,165,4,0.112244898,0.77007874015748,0.161417322834646,0.00382679965046554
"08031414",1189,922,179,1443,4,3,1265,170,1,0.117810118,0.775441547518923,0.150546677880572,0.00358272817669569
"08031415",1288,1012,173,1632,10,3,1448,166,5,0.101715686,0.785714285714286,0.134316770186335,0.00388103775574773
"08031416",1123,901,141,1442,11,3,1243,181,4,0.125520111,0.802315227070347,0.125556544968833,0.00338385512399434
"08031417",922,735,112,1105,5,6,848,241,5,0.218099548,0.797180043383948,0.121475054229935,0.00277819628167656
"08031418",1289,1019,185,1758,13,31,1449,252,13,0.14334471,0.790535298681148,0.143522110162917,0.00388405098381897
"08031419",1193,898,208,1413,8,4,1203,189,9,0.133757962,0.752724224643755,0.174350377200335,0.00359478108898062
"08031420",1122,874,187,1560,65,18,1038,422,17,0.270512821,0.778966131907308,0.166666666666667,0.0033808418959231
"08031421",1267,997,161,1649,16,32,1211,353,37,0.214069133,0.78689818468824,0.12707182320442,0.00381775996625185
"08031422",1173,881,185,1512,24,21,1116,330,21,0.218253968,0.751065643648764,0.15771526001705,0.00353451652755597
"08031423",816,577,185,1430,13,47,798,538,34,0.376223776,0.707107843137255,0.22671568627451,0.00245879410612589
"08031424",1040,740,222,1437,14,27,957,423,16,0.294363257,0.711538461538462,0.213461538461538,0.00313375719408202
"08031425",768,598,106,1356,11,62,684,570,29,0.420353982,0.778645833333333,0.138020833333333,0.00231415915870672
"08031426",1126,812,186,1996,15,86,1175,684,36,0.342685371,0.72113676731794,0.165186500888099,0.00339289480820803
"08031427",239,199,25,641,34,215,96,286,10,0.446177847,0.832635983263598,0.104602510460251,0.000720161509024618
"08031428",941,694,168,1607,9,35,730,828,5,0.5152458,0.737513283740701,0.178533475026567,0.00283544761502998
"08031429",946,730,134,1477,10,27,626,800,14,0.541638456,0.771670190274841,0.141649048625793,0.00285051375538615
"08031430",832,670,101,1271,1,20,521,712,17,0.560188828,0.805288461538462,0.121394230769231,0.00250700575526562
"08031431",1080,830,180,1549,16,7,644,873,9,0.563589413,0.768518518518518,0.166666666666667,0.00325428631693133
"08031432",905,700,118,1412,10,15,603,779,5,0.551699717,0.773480662983425,0.130386740331492,0.0027269714044656
"08031433",964,689,209,1459,20,3,600,827,9,0.566826594,0.714730290456432,0.216804979253112,0.00290475186066833
"08031434",904,693,139,1426,7,11,523,878,7,0.615708275,0.766592920353982,0.153761061946903,0.00272395817639437
"08031435",811,622,146,1316,27,17,403,860,9,0.653495441,0.766954377311961,0.180024660912454,0.00244372796576973
"08031436",750,595,105,1382,37,9,394,939,3,0.679450072,0.793333333333333,0.14,0.00225992105342453
"08031501",938,727,141,1320,8,7,600,702,3,0.531818182,0.775053304904051,0.150319829424307,0.00282640793081628
"08031502",643,514,88,1052,1,51,379,606,15,0.576045627,0.799377916018662,0.136858475894246,0.00193750564980263
"08031503",825,676,107,1406,1,112,441,812,40,0.577524893,0.819393939393939,0.12969696969697,0.00248591315876699
"08031504",718,581,101,1176,1,32,295,837,11,0.711734694,0.809192200557103,0.14066852367688,0.00216349775514509
"08031505",828,663,121,1224,7,38,445,716,18,0.58496732,0.800724637681159,0.146135265700483,0.00249495284298069
"08031506",900,758,85,1191,10,10,752,405,14,0.340050378,0.842222222222222,0.0944444444444444,0.00271190526410944
"08031507",877,728,85,1309,6,53,575,656,19,0.501145913,0.830102622576967,0.096921322690992,0.00264260101847109
"08031508",821,633,141,1014,15,8,742,244,5,0.240631164,0.771010962241169,0.171741778319123,0.00247386024648206
"08031509",1059,827,146,1361,6,21,1005,325,4,0.238795004,0.780925401322002,0.137865911237016,0.00319100852743544
"08031510",606,440,106,1053,9,63,537,417,27,0.396011396,0.726072607260726,0.174917491749175,0.00182601621116702
"08031511",869,635,143,1152,16,17,959,151,9,0.131076389,0.7307249712313,0.164556962025316,0.00261849519390123
"08031512",1082,813,173,1499,22,15,1338,107,17,0.071380921,0.751386321626617,0.159889094269871,0.00326031277307379
"08031513",1895,1332,403,2252,62,33,2045,103,9,0.045737123,0.702902374670185,0.212664907651715,0.00571006719498599
"08031514",1189,860,226,1657,2,43,1502,98,12,0.05914303,0.723296888141295,0.190075693860387,0.00358272817669569
"08031515",2085,1552,327,2846,10,118,2454,223,41,0.078355587,0.744364508393285,0.156834532374101,0.0062825805285202
"08031516",515,442,23,812,4,103,418,281,6,0.346059113,0.858252427184466,0.0446601941747573,0.00155181245668485
"08031517",705,460,196,969,16,4,900,46,3,0.04747162,0.652482269503546,0.278014184397163,0.00212432579021906
"08031518",691,478,165,969,62,4,828,68,7,0.070175439,0.691751085383502,0.238784370477569,0.0020821405972218
"08031519",989,667,222,1705,8,69,1490,119,19,0.069794721,0.674418604651163,0.224469160768453,0.00298008256244915
"08031520",835,619,150,5003,4,504,3743,675,77,0.134919049,0.741317365269461,0.179640718562874,0.00251604543947931
"08031521",841,711,75,1275,2,143,812,296,22,0.232156863,0.845422116527943,0.089179548156956,0.00253412480790671
"08031522",1900,1381,348,2618,19,53,2078,430,38,0.164247517,0.726842105263158,0.183157894736842,0.00572513333534215
"08031523",1301,929,247,1786,44,57,1534,134,17,0.075027996,0.714066102997694,0.189853958493467,0.00392020972067376
"08031524",1156,753,283,1675,50,56,1415,120,34,0.071641791,0.651384083044983,0.244809688581315,0.00348329165034501
"08031525",899,641,186,1493,24,57,1249,128,35,0.085733423,0.71301446051168,0.206896551724138,0.00270889203603821
"08031526",454,320,88,967,15,59,785,100,8,0.103412616,0.704845814977974,0.193832599118943,0.00136800554433965
"08031527",1282,1039,115,2517,32,349,1207,883,46,0.350814462,0.810452418096724,0.0897035881435257,0.00386295838732034
"08031528",1573,1228,194,2388,31,53,1775,502,27,0.210217755,0.780673871582963,0.123331214240305,0.00473980775604906
"08031529",1256,933,247,1765,19,58,1591,64,33,0.036260623,0.742834394904459,0.196656050955414,0.00378461445746829
"08031530",90,68,8,153,3,13,116,20,1,0.130718954,0.755555555555556,0.0888888888888889,0.000271190526410944
"08031531",1079,831,165,1798,47,58,576,1095,22,0.609010011,0.770157553290083,0.15291936978684,0.0032512730888601
"08031532",546,442,58,797,6,14,581,185,11,0.232120452,0.80952380952381,0.106227106227106,0.00164522252689306
"08031533",1022,769,171,1508,53,4,693,743,15,0.49270557,0.752446183953033,0.167318982387476,0.00307951908879983
"08031534",965,694,179,1382,55,9,584,725,9,0.524602026,0.719170984455959,0.185492227979275,0.00290776508873957
"08031535",1128,854,193,1583,15,16,697,839,16,0.530006317,0.75709219858156,0.171099290780142,0.0033989212643505
"08031536",838,603,181,1212,105,20,462,618,7,0.50990099,0.719570405727924,0.215990453460621,0.00252508512369301
"08031537",939,665,199,1466,51,49,586,768,12,0.523874488,0.708200212992545,0.211927582534611,0.00282942115888752
"08031538",780,548,179,1181,79,8,475,601,18,0.508890771,0.702564102564103,0.229487179487179,0.00235031789556151
"08031539",713,493,155,1092,11,18,548,497,18,0.455128205,0.691444600280505,0.217391304347826,0.00214843161478892
"08031601",548,445,66,693,8,8,638,28,11,0.04040404,0.812043795620438,0.12043795620438,0.00165124898303553
"08031602",721,580,88,1028,5,132,776,99,16,0.096303502,0.804438280166435,0.122052704576976,0.00217253743935879
"08031603",797,602,116,1145,6,166,810,150,13,0.131004367,0.755332496863237,0.145545796737767,0.00240154277277247
"08031604",1093,853,167,2009,42,581,1094,254,38,0.12643106,0.780420860018298,0.152790484903934,0.00329345828185735
"08031605",750,603,109,881,27,8,796,43,7,0.048808173,0.804,0.145333333333333,0.00225992105342453
"08031606",851,688,117,1035,6,44,890,85,10,0.082125604,0.808460634547591,0.137485311398355,0.00256425708861904
"08031607",660,501,117,804,5,22,724,49,4,0.060945274,0.759090909090909,0.177272727272727,0.00198873052701359
"08031608",1183,919,167,1369,18,10,1304,29,8,0.021183346,0.776838546069315,0.14116652578191,0.0035646488082683
"08031609",281,222,50,325,4,NA,312,9,NA,0.027692308,0.790035587188612,0.177935943060498,0.000846717088016392
"08031610",359,296,44,418,5,NA,401,11,1,0.026315789,0.824512534818941,0.122562674094708,0.00108174887757254
"08031611",697,531,108,886,16,27,795,42,6,0.047404063,0.761836441893831,0.154949784791966,0.0021002199656492
"08031612",949,740,146,1248,26,37,1092,68,25,0.054487179,0.779768177028451,0.153846153846154,0.00285955343959984
"08031613",1019,802,152,1241,11,50,1078,88,14,0.070910556,0.787046123650638,0.149165848871443,0.00307047940458613
"08031614",647,485,122,800,3,45,711,38,3,0.0475,0.749613601236476,0.188562596599691,0.00194955856208756
"08031615",870,633,176,1012,27,35,904,39,7,0.038537549,0.727586206896552,0.202298850574713,0.00262150842197246
"08031616",1094,699,319,1266,9,11,1217,27,2,0.021327014,0.638939670932358,0.291590493601462,0.00329647150992859
"08031617",852,530,283,1099,13,3,1057,25,1,0.022747953,0.622065727699531,0.332159624413146,0.00256727031669027
"08031618",818,502,265,994,10,NA,961,22,1,0.022132797,0.613691931540342,0.323960880195599,0.00246482056226836
"08031619",813,527,248,983,8,NA,955,18,2,0.018311292,0.648216482164822,0.305043050430504,0.00244975442191219
"08031620",1004,655,297,1366,10,5,1299,47,5,0.034407028,0.652390438247012,0.295816733067729,0.00302528098351764
"08031621",984,636,291,1217,23,4,1148,40,2,0.032867707,0.646341463414634,0.295731707317073,0.00296501642209299
"08031622",1008,720,236,1190,10,3,1170,5,2,0.004201681,0.714285714285714,0.234126984126984,0.00303733389580257
"08031623",1126,779,282,1334,12,1,1301,19,1,0.014242879,0.691829484902309,0.25044404973357,0.00339289480820803
"08031624",1170,814,273,1382,3,24,1313,37,5,0.026772793,0.695726495726496,0.233333333333333,0.00352547684334227
"08031625",733,563,124,901,12,80,757,44,8,0.048834628,0.768076398362892,0.169167803547067,0.00220869617621358
"08031626",710,544,133,935,7,41,836,45,6,0.048128342,0.766197183098592,0.187323943661972,0.00213939193057523
"08031627",1011,725,242,1209,11,5,1184,7,2,0.005789909,0.717111770524233,0.239366963402572,0.00304637358001627
"08031628",1154,854,228,1554,9,108,1330,97,10,0.062419562,0.740034662045061,0.197573656845754,0.00347726519420255
"08031629",756,546,161,855,10,15,806,17,7,0.019883041,0.722222222222222,0.212962962962963,0.00227800042185193
"08031630",744,543,166,860,25,17,787,20,11,0.023255814,0.729838709677419,0.223118279569892,0.00224184168499714
"08031631",1515,1110,271,2304,28,248,1833,176,19,0.076388889,0.732673267326733,0.178877887788779,0.00456504052791756
"08031632",978,678,232,1219,14,2,1175,28,NA,0.022969647,0.693251533742331,0.23721881390593,0.00294693705366559
"08031633",968,684,225,1137,9,1,1110,17,NA,0.014951627,0.706611570247934,0.232438016528926,0.00291680477295327
"08031634",745,443,268,873,16,NA,835,21,1,0.024054983,0.594630872483221,0.359731543624161,0.00224485491306837
"08031635",1098,609,409,1323,18,7,1265,28,5,0.021164021,0.554644808743169,0.372495446265938,0.00330852442221352
"08031636",1068,773,226,1268,8,NA,1234,26,NA,0.020504732,0.723782771535581,0.211610486891386,0.00321812758007654
"08031637",1023,626,317,1211,10,2,1187,9,3,0.007431874,0.611925708699902,0.309872922776149,0.00308253231687106
"08031638",580,362,170,678,11,1,654,10,2,0.014749263,0.624137931034483,0.293103448275862,0.00174767228131497
"08031639",960,677,217,1137,12,1,1086,38,NA,0.033421284,0.705208333333333,0.226041666666667,0.0028926989483834
"08031640",1235,805,368,1510,16,4,1463,19,8,0.012582781,0.651821862348178,0.297975708502024,0.0037213366679724
"08031641",1167,793,284,1512,27,62,1305,99,19,0.06547619,0.679520137103685,0.243359040274207,0.00351643715912857
"08031642",940,622,277,1146,9,76,1028,25,8,0.021815009,0.661702127659574,0.29468085106383,0.00283243438695875
"08031643",716,533,131,992,13,256,645,67,11,0.067540323,0.744413407821229,0.182960893854749,0.00215747129900262
"08031644",942,584,330,1117,6,61,1004,42,4,0.037600716,0.619957537154989,0.35031847133758,0.00283846084310121
"08031645",850,517,282,1028,6,48,936,37,1,0.035992218,0.608235294117647,0.331764705882353,0.0025612438605478
"08031646",1114,797,232,1898,38,510,983,283,84,0.14910432,0.715439856373429,0.208258527827648,0.00335673607135324
"08031647",953,660,216,1315,25,120,1075,73,22,0.055513308,0.692549842602308,0.226652675760756,0.00287160635188477
"08031648",1031,742,204,1363,8,161,1067,101,26,0.074101247,0.719689621726479,0.197866149369544,0.00310663814144093
"08031649",1289,923,260,2294,18,478,1544,212,42,0.092414996,0.716058960434445,0.201706749418154,0.00388405098381897
"08031650",894,627,225,1259,16,149,970,93,31,0.073868149,0.701342281879195,0.251677852348993,0.00269382589568204
"08031651",956,627,246,1693,20,213,1269,162,29,0.095688128,0.655857740585774,0.257322175732218,0.00288064603609847
"08031652",926,577,309,1096,7,51,998,37,3,0.033759124,0.623110151187905,0.333693304535637,0.00279024919396149
"08031701",895,777,75,1396,5,950,281,145,15,0.103868195,0.868156424581006,0.0837988826815642,0.00269683912375328
"08031702",1184,932,178,1359,24,87,1134,85,29,0.06254599,0.787162162162162,0.150337837837838,0.00356766203633953
"08031703",593,466,78,733,18,100,503,77,35,0.105047749,0.785834738617201,0.131534569983137,0.001786844246241
"08031704",650,564,51,922,7,498,293,111,13,0.120390456,0.867692307692308,0.0784615384615385,0.00195859824630126
"08031705",1027,789,177,1259,25,69,1083,65,17,0.051628276,0.7682570593963,0.172346640701071,0.00309458522915599
"08031706",958,808,93,1110,40,69,886,81,34,0.072972973,0.843423799582463,0.0970772442588727,0.00288667249224094
"08031707",783,615,126,918,38,44,750,71,15,0.077342048,0.78544061302682,0.160919540229885,0.00235935757977521
"08031708",1264,1014,168,1482,40,89,1216,96,41,0.064777328,0.802215189873418,0.132911392405063,0.00380872028203815
"08031709",662,576,41,899,6,428,373,82,10,0.091212458,0.870090634441088,0.0619335347432024,0.00199475698315606
"08031710",779,658,75,983,23,90,795,59,16,0.060020346,0.844672657252888,0.0962772785622593,0.00234730466749028
"08031711",378,327,34,495,4,93,365,25,8,0.050505051,0.865079365079365,0.0899470899470899,0.00113900021092596
"08031712",207,160,24,299,3,85,156,51,4,0.170568562,0.772946859903382,0.115942028985507,0.000623738210745171
"08031713",865,709,93,1113,29,101,908,60,15,0.053908356,0.819653179190751,0.107514450867052,0.0026064422816163
"08031714",744,642,66,1345,6,639,264,396,40,0.294423792,0.862903225806452,0.0887096774193548,0.00224184168499714
"08031715",730,617,89,1151,16,412,216,465,42,0.403996525,0.845205479452055,0.121917808219178,0.00219965649199988
"08031716",635,525,80,1067,1,270,235,516,45,0.483598875,0.826771653543307,0.125984251968504,0.00191339982523277
"08031717",704,600,76,1187,13,386,219,527,42,0.443976411,0.852272727272727,0.107954545454545,0.00212131256214783
"08031718",719,621,71,1242,5,499,212,499,27,0.401771337,0.863699582753825,0.0987482614742698,0.00216651098321632
"08031719",667,589,55,1065,3,524,170,315,53,0.295774648,0.883058470764618,0.0824587706146927,0.00200982312351222
"08031720",690,602,64,1288,18,647,160,420,43,0.326086957,0.872463768115942,0.0927536231884058,0.00207912736915057
"08031721",670,587,64,986,6,589,98,252,41,0.255578093,0.876119402985075,0.0955223880597015,0.00201886280772592
"08031722",778,679,75,1162,34,417,215,451,45,0.388123924,0.872750642673522,0.096401028277635,0.00234429143941905
"08031723",782,683,70,1106,21,347,151,550,37,0.497287523,0.873401534526854,0.0895140664961637,0.00235634435170398
"08031724",719,625,77,1086,26,502,220,299,39,0.275322284,0.869262865090403,0.107093184979138,0.00216651098321632
"08031725",706,589,79,1185,11,541,180,412,41,0.347679325,0.834277620396601,0.111898016997167,0.00212733901829029
"08031726",725,629,65,1131,23,532,205,336,35,0.297082228,0.867586206896552,0.0896551724137931,0.00218459035164372
"08031727",832,653,132,1212,47,299,361,479,26,0.395214521,0.784855769230769,0.158653846153846,0.00250700575526562
"08031728",811,608,159,1326,16,309,469,498,34,0.375565611,0.749691738594328,0.196054254007398,0.00244372796576973
"08031729",1195,859,250,1493,88,418,555,357,75,0.239115874,0.718828451882845,0.209205020920502,0.00360080754512309
"08031730",1197,837,279,1547,64,490,617,317,59,0.204912734,0.699248120300752,0.233082706766917,0.00360683400126556
"08031731",1159,832,256,1553,69,535,515,355,79,0.228589826,0.71786022433132,0.220880069025022,0.00349233133455871
"08031732",715,556,126,1031,50,448,235,248,50,0.240543162,0.777622377622378,0.176223776223776,0.00215445807093139
"08031733",988,699,219,1618,50,439,732,331,66,0.204573548,0.70748987854251,0.22165991902834,0.00297706933437792
"08031734",920,717,146,1494,27,588,337,454,88,0.303882195,0.779347826086957,0.158695652173913,0.00277216982553409
"08031735",760,583,142,1125,11,446,304,309,55,0.274666667,0.767105263157895,0.186842105263158,0.00229005333413686
"08031736",640,478,124,961,55,376,267,223,40,0.232049948,0.746875,0.19375,0.00192846596558894
"08031737",755,554,156,1125,36,440,318,289,42,0.256888889,0.733774834437086,0.206622516556291,0.0022749871937807
"08031738",792,624,132,1100,27,451,297,257,68,0.233636364,0.787878787878788,0.166666666666667,0.00238647663241631
